Unnamed: 0,Filename,Text,embeddings
10,ChinaTaiwanUpdate040524.txt," officials have repeatedly lauded the period during Ma’s presidency as a high point in cross-strait relations to portray relations as having failed under the DPP. The PRC’s Taiwan Affairs Office (TAO) spokesperson Chen Binhua stated on March 13 that Taiwan should aim to relive the prosperity and peaceful development that cross-strait relations enjoyed from 2008 to 2016.[6]
Several senior KMT officials reacted positively to Ma’s trip. KMT Vice Chairman Andrew Hsia, who has held numerous meetings with CCP officials since assuming his role in 2021, expressed confidence that Ma’s trip will have a placatory and stabilizing effect on cross-strait relations.[7] Legislative Yuan","[ 0.0216971  -0.0028817  -0.02186378 ... -0.00793099 -0.01921311
  0.01856042]"
11,ChinaTaiwanUpdate040524.txt," Hsia, who has held numerous meetings with CCP officials since assuming his role in 2021, expressed confidence that Ma’s trip will have a placatory and stabilizing effect on cross-strait relations.[7] Legislative Yuan Deputy Speaker Johnny Chiang urged respect for Ma’s itinerary and advocated for “diverse and multi-level” cross-strait exchanges.[8] DPP members have been critical of Ma’s trip, however. DPP Caucus Whip Rosalia Wu expressed disapproval of Ma’s gracious attitude despite the CCP’s failure to acknowledge Ma as the former president. Wu warned Ma to be cautious with his words and actions during his trip.[9] ","[ 0.01563374 -0.00810842 -0.01601613 ... -0.01676858 -0.02123633
  0.0152744 ]"
12,ChinaTaiwanUpdate040524.txt,". DPP Caucus Whip Rosalia Wu expressed disapproval of Ma’s gracious attitude despite the CCP’s failure to acknowledge Ma as the former president. Wu warned Ma to be cautious with his words and actions during his trip.[9] Premier Chen Chien-jen called on Ma to assert that “Taiwan is a sovereign and independent country” in front of Xi Jinping if the two of them meet.[10]
Taiwan
The DPP proposed legislative reforms on April 3 in response to KMT-TPP reform plans that threaten to undermine the DPP's governance.[11] The KMT proposed a series of legislative reforms to increase the Legislative Yuan’s (LY) oversight of the government on March","[ 0.03293182 -0.00470894 -0.0426542  ... -0.02685125 -0.01192942
  0.00627959]"
13,ChinaTaiwanUpdate040524.txt," April 3 in response to KMT-TPP reform plans that threaten to undermine the DPP's governance.[11] The KMT proposed a series of legislative reforms to increase the Legislative Yuan’s (LY) oversight of the government on March 6. The reforms call for the establishment of inquiry committees and hearing procedures to compel individuals— including the president— to testify before the LY, assert penalties for perceived non-compliance or dishonesty in responses, and empower the LY to confirm political appointments.[12] The Taiwan People’s Party (TPP) released a similar draft on February 16.[13] The DPP’s recommended reforms do not include core elements of the opposition’s proposals, including the creation","[ 0.01740945  0.01178217 -0.04292157 ... -0.02084508 -0.02053271
  0.00337303]"
14,ChinaTaiwanUpdate040524.txt," appointments.[12] The Taiwan People’s Party (TPP) released a similar draft on February 16.[13] The DPP’s recommended reforms do not include core elements of the opposition’s proposals, including the creation of special inquiry committees and the ability to hold testifiers in contempt.
The TPP and KMT have consistently stated that establishing a legislative investigative task force to intensify supervision of the executive branch is at the top of their agenda.[14] TPP Caucus Whip Huang Kuo-chang stated the TPP and KMT align in their reform direction, and the TPP’s support for the KMT in the LY will be aimed at achieving reform.[15]
The KMT has largely dismissed","[ 0.02108066  0.01680058 -0.04242998 ... -0.02897933 -0.01329021
  0.00389665]"
15,ChinaTaiwanUpdate040524.txt," Whip Huang Kuo-chang stated the TPP and KMT align in their reform direction, and the TPP’s support for the KMT in the LY will be aimed at achieving reform.[15]
The KMT has largely dismissed the DPP’s proposal as an attempt to water down necessary reforms and pledged to continue pursuing the reforms that it proposed. KMT legislator Luo Chih-chiang stated that the KMT would persist in defending the LY’s dignity and legislative reform.[16] KMT Caucus Secretary-General Hung Mong-kai claimed the DPP’s version would not achieve the goal of strengthening legislative oversight to increase the representation of public opinion in the LY.[17] ","[ 0.02463726 -0.00102698 -0.03685866 ... -0.02990306 -0.00901675
  0.00762047]"
16,ChinaTaiwanUpdate040524.txt," dignity and legislative reform.[16] KMT Caucus Secretary-General Hung Mong-kai claimed the DPP’s version would not achieve the goal of strengthening legislative oversight to increase the representation of public opinion in the LY.[17] KMT Caucus Whip Fu Kun-chi, a leader of the reforms, has consistently urged for the need to impose checks and balances on the government to limit its power and expose corruption.[18]
DPP Caucus Whip Ker Chien-ming emphasized the constitutionality of the DPP’s proposed reforms and stated that they would never sow chaos in politics, unlike the reforms that the opposition parties put forth.[19] The DPP has consistently criticized the opposition’s dogged determination to","[ 0.02274187  0.0095547  -0.03609334 ... -0.02250975 -0.00558888
  0.00183413]"
17,ChinaTaiwanUpdate040524.txt," the constitutionality of the DPP’s proposed reforms and stated that they would never sow chaos in politics, unlike the reforms that the opposition parties put forth.[19] The DPP has consistently criticized the opposition’s dogged determination to pursue the legislative reforms. Ker stated that “the evil forces of Blue and White,” referring to the KMT and TPP, are taking advantage of their collective majority in the LY to expand their power and wage a new “White Terror” against the executive branch.[20] DPP General Secretary Rosalia Wu emphasized the unconstitutionality of the opposition’s proposals and stressed that the LY cannot directly interfere with the executive branch by subjecting the president to","[ 0.02008841 -0.0019783  -0.0307267  ... -0.01865213 -0.03086013
 -0.01428851]"
18,ChinaTaiwanUpdate040524.txt," Terror” against the executive branch.[20] DPP General Secretary Rosalia Wu emphasized the unconstitutionality of the opposition’s proposals and stressed that the LY cannot directly interfere with the executive branch by subjecting the president to legislative oversight.[21]
The opposition’s plan to impose checks and balances on the DPP could significantly hamper the government’s ability to pass policy by miring it in defensive actions against accusations of overstepping authority or corruption. KMT Caucus Deputy Secretary-General Lin Tzu-ming earlier referred to the proposed reforms as a “great weapon” that the LY must use to supervise the government.[22] The KMT’s outspoken rejection","[ 0.04347073  0.0105281  -0.02947068 ... -0.02593645 -0.02916939
 -0.010114  ]"
19,ChinaTaiwanUpdate040524.txt,". KMT Caucus Deputy Secretary-General Lin Tzu-ming earlier referred to the proposed reforms as a “great weapon” that the LY must use to supervise the government.[22] The KMT’s outspoken rejection of the DPP’s reform proposal indicates the two largest parties will not compromise on the DPP’s revised version. Collaboration between the KMT and the TPP to advance their reforms suggests their version will pass with a majority in the LY, as the TPP’s eight seats constitute a crucial swing vote. The opposition’s determination to derail the DPP government is favorable to Chinese Communist Party (CCP) interests, especially if it hinders the government’","[ 0.03295749 -0.01031156 -0.04146992 ... -0.0272936  -0.03171145
  0.00127371]"
20,ChinaTaiwanUpdate040524.txt," LY, as the TPP’s eight seats constitute a crucial swing vote. The opposition’s determination to derail the DPP government is favorable to Chinese Communist Party (CCP) interests, especially if it hinders the government’s ability to implement its foreign and defense policy.
The LY’s Judiciary and Organic Laws and Statutes Committee will review the DPP’s proposal under the KMT’s rotating chairmanship of the committee next week.[23]
China
CCP General Secretary Xi Jinping emphasized cross-strait relations and economic issues in the US-PRC relationship during a phone call with US President Joe Biden on April 2. The PRC readout of the call did not","[ 0.02125147 -0.01769633 -0.03010096 ... -0.02071288 -0.03654069
  0.00657107]"
21,ChinaTaiwanUpdate040524.txt,"23]
China
CCP General Secretary Xi Jinping emphasized cross-strait relations and economic issues in the US-PRC relationship during a phone call with US President Joe Biden on April 2. The PRC readout of the call did not address the US security concerns, including the PRC's support for Russia and heightened tensions in the South China Sea. Xi and Biden spoke by phone on April 2, in their first direct conversation since their meeting in San Francisco on November 15, 2023. According to the PRC readout of the call, Xi warned that the PRC considers the “Taiwan question” a “red line” and will act to counter Taiwanese “separatists” and external","[ 0.0280535  -0.00564766 -0.04671455 ...  0.00496751 -0.02409227
  0.00733363]"
22,ChinaTaiwanUpdate040524.txt,"23. According to the PRC readout of the call, Xi warned that the PRC considers the “Taiwan question” a “red line” and will act to counter Taiwanese “separatists” and external support for them. He also objected to US sanctions measures on PRC companies which he claimed are “suppress[ing] China’s trade and technology development,” saying the PRC welcomes mutually beneficial trade with the United States but will not “sit back and watch” if the United States seeks to “deprive China of its legitimate right to development.” Xi also said the three underlying principles of US-PRC relations in 2024 should be to value peace","[ 0.03672269  0.00387112 -0.05374783 ...  0.0006239  -0.02649179
  0.0069158 ]"
23,ChinaTaiwanUpdate040524.txt," will not “sit back and watch” if the United States seeks to “deprive China of its legitimate right to development.” Xi also said the three underlying principles of US-PRC relations in 2024 should be to value peace, to prioritize stability, and to uphold the credibility of commitments to each other.[24]
The PRC readout did not elaborate on many other issues the two discussed according to the White House readout, including freedom of navigation in the South China Sea, PRC support for Russia’s defense industrial base, and denuclearization of the Korean Peninsula.[25] The Xi-Biden call followed a call between US Deputy Secretary of State Kurt Campbell and PRC Vice Foreign Minister Ma","[ 0.03572032 -0.01656893 -0.05102605 ...  0.00270594 -0.01903807
  0.00477945]"
24,ChinaTaiwanUpdate040524.txt," Sea, PRC support for Russia’s defense industrial base, and denuclearization of the Korean Peninsula.[25] The Xi-Biden call followed a call between US Deputy Secretary of State Kurt Campbell and PRC Vice Foreign Minister Ma Zhaoxu on March 27, which discussed similar issues.[26] The focus of the PRC readout shows the CCP is trying to portray trade issues and US support for Taiwan as the core disputes in an otherwise stable US-PRC relationship while downplaying US concerns about the PRC’s threats to regional and US national security.
The PRC used a series of high-profile meetings with US political, business, and academic leaders to boost foreign investment. The PR","[ 0.03922398 -0.017358   -0.05956538 ... -0.01515146 -0.02009157
  0.01394945]"
25,ChinaTaiwanUpdate040524.txt," relationship while downplaying US concerns about the PRC’s threats to regional and US national security.
The PRC used a series of high-profile meetings with US political, business, and academic leaders to boost foreign investment. The PRC invited top US business, academic, and strategic leaders to the PRC for the China Development Forum on March 25-26 and a meeting with Xi Jinping on March 27. Nearly all top PRC officials for economic affairs, including Premier Li Qiang, Vice Premiers Ding Xuexiang and He Lifeng, Vice President Han Zheng, and Xi Jinping’s Chief of Staff Cai Qi held high-level meetings with foreign business executives including Blackstone CEO Stephen Schwarzman, Qualcomm CEO Crist","[ 0.01173277 -0.02200213 -0.04405088 ... -0.01150514 -0.02802587
  0.02591295]"
26,ChinaTaiwanUpdate040524.txt,", Vice Premiers Ding Xuexiang and He Lifeng, Vice President Han Zheng, and Xi Jinping’s Chief of Staff Cai Qi held high-level meetings with foreign business executives including Blackstone CEO Stephen Schwarzman, Qualcomm CEO Cristiano Amon, and US-China Business Council president Craig Allen.[27] Academics, such as former Harvard Kennedy School dean Graham Allison, also attended meetings with Xi and other top officials, as did National Committee on US-China Relations (NCUSCR) Chairman Evan Greenberg.[28] The meetings and PRC state media reporting about them sought to boost foreign investor confidence in the PRC economy and signal “win-win opportunities” for investors.
Xi used the occasion","[ 0.03131783 -0.03618065 -0.05497115 ... -0.00756219 -0.0313
  0.02616408]"
27,ChinaTaiwanUpdate040524.txt,"NCUSCR) Chairman Evan Greenberg.[28] The meetings and PRC state media reporting about them sought to boost foreign investor confidence in the PRC economy and signal “win-win opportunities” for investors.
Xi used the occasion to reiterate that US-China ""incorrect perceptions"" from the US side are a key cause of tensions in the US-China relationship.[29] PRC state media Xinhua ran a series of commentary articles promoting the development of healthy US-PRC relations.[30] Global Times published an interview with Allison in which he said the United States and PRC were “inseparable, conjoined Siamese twins” and praised PRC leaders for seeking to escape the �","[ 0.02302781 -0.04348286 -0.03487881 ...  0.01022591 -0.01950557
  0.01865157]"
28,ChinaTaiwanUpdate040524.txt,"PRC relations.[30] Global Times published an interview with Allison in which he said the United States and PRC were “inseparable, conjoined Siamese twins” and praised PRC leaders for seeking to escape the “Thucydides Trap,” a term Allison coined to describe the historical tendency of rising powers and established great powers to go to war.[31] CCP meetings with US business leaders, academics, and PRC-friendly groups like NCUSCR and the US-China Business Council may offer avenues for the CCP to influence US policy and lend credence to CCP narratives, such as the narrative that problems in US-PRC relations are caused by “incorrect perceptions”","[ 0.01837796 -0.01882438 -0.03809936 ... -0.01017159 -0.00293286
  0.02506961]"
29,ChinaTaiwanUpdate040524.txt," NCUSCR and the US-China Business Council may offer avenues for the CCP to influence US policy and lend credence to CCP narratives, such as the narrative that problems in US-PRC relations are caused by “incorrect perceptions” in the United States and the promotion of investment opportunities in the PRC.
The PRC also promoted stabilizing relations and boosting investment in meetings with European officials, including Premier Li Qiang and Foreign Minister Wang Yi’s meetings with French Foreign Minister Stéphane Séjourné on April 1.[32]
PRC officials expressed opposition to the expansion of the AUKUS security partnership. New Zealand Foreign Minister Winston Peters said New Zealand expects the PRC to respect its","[ 0.01852628 -0.03132384 -0.04729266 ... -0.01058187 -0.00606377
  0.0192332 ]"
30,ChinaTaiwanUpdate040524.txt," Minister Stéphane Séjourné on April 1.[32]
PRC officials expressed opposition to the expansion of the AUKUS security partnership. New Zealand Foreign Minister Winston Peters said New Zealand expects the PRC to respect its right to explore joining AUKUS, a trilateral security partnership between Australia, the United Kingdom, and the United States. MFA spokesperson Lin Jian responded by expressing the PRC’s “strong concerns” about AUKUS and noting that the PRC opposes “camp confrontation” and forming “exclusive small circles.”[33] PRC Ministry of Defense (MOD) spokesperson Wu Qian criticized the expansion and upgrading of AUKUS as a “","[ 0.03102506  0.00025025 -0.04646029 ... -0.0092404  -0.02457156
  0.0053578 ]"
31,ChinaTaiwanUpdate040524.txt, noting that the PRC opposes “camp confrontation” and forming “exclusive small circles.”[33] PRC Ministry of Defense (MOD) spokesperson Wu Qian criticized the expansion and upgrading of AUKUS as a “dangerous step in a more dangerous direction.” Wu was referring to an AU$4.6 billion agreement for the UK to build nuclear submarines for Australia and US plans to discuss Japan’s technical cooperation with AUKUS when Japan Prime Minister Fumio Kishida meets with US President Joe Biden in April.[34] CCP opposition to AUKUS is consistent with the CCP view that all US alliance structures are in alignment against the PRC. The MOD also expressed concerns,"[ 0.01755705 -0.01068465 -0.03604142 ...  0.01292628 -0.02253196
  0.01929596]"
32,ChinaTaiwanUpdate040524.txt," Minister Fumio Kishida meets with US President Joe Biden in April.[34] CCP opposition to AUKUS is consistent with the CCP view that all US alliance structures are in alignment against the PRC. The MOD also expressed concerns about NATO’s “eastward march into the Asia-Pacific and the Taiwan issue” during the 8th China-NATO security policy dialogue held in mid-March.[35]
Northeast Asia
North Korea
The PRC abstained from voting for a United Nations Security Council resolution about extending a monitoring panel that tracks adherence to UN sanctions against North Korea. Russia vetoed the UNSC resolution on March 28.[36] The UN Security Council has unanimously adopted the","[ 0.04584766 -0.01412025 -0.0479685  ...  0.00303892 -0.04239317
  0.02691076]"
33,ChinaTaiwanUpdate040524.txt," PRC abstained from voting for a United Nations Security Council resolution about extending a monitoring panel that tracks adherence to UN sanctions against North Korea. Russia vetoed the UNSC resolution on March 28.[36] The UN Security Council has unanimously adopted the annual renewal of the North Korean sanctions monitoring panel’s mandate since its inception in 2009.[37] The PRC Permanent Mission to the UN stated that the “sanctions should not be set in stone, nor should it be indefinite.” It instead called for “adjust[ing] the sanctions against the DPRK in the humanitarian and livelihood field.”[38] The PRC MFA Spokesman Lin Jian claimed on March 29 that there was “still","[ 0.02088922 -0.00586549 -0.05079846 ... -0.01363691 -0.03656391
  0.00095931]"
34,ChinaTaiwanUpdate040524.txt,"” It instead called for “adjust[ing] the sanctions against the DPRK in the humanitarian and livelihood field.”[38] The PRC MFA Spokesman Lin Jian claimed on March 29 that there was “still time for consultations” when the UNSC “rushed"" the resolution for a vote.[39]
Japan
Chinese Coast Guard (CCG) vessels entered disputed waters around the Senkaku islands 101 days in a row as of April 1 in an ongoing effort to assert PRC sovereignty over the islands. The Senkaku Islands, called the Diaoyu Islands in Chinese, are an uninhabited archipelago about 120 miles northeast of Taiwan and 200 miles southwest of Japan","[ 0.02619688 -0.01310889 -0.04451902 ... -0.04063131 -0.02451992
  0.00427402]"
35,ChinaTaiwanUpdate040524.txt," 1 in an ongoing effort to assert PRC sovereignty over the islands. The Senkaku Islands, called the Diaoyu Islands in Chinese, are an uninhabited archipelago about 120 miles northeast of Taiwan and 200 miles southwest of Japan's Okinawa Prefecture. Japan administers the islands, but the PRC and Taiwan also claim the islands.[40] The CCG has normalized daily incursions into the contiguous zone around the Senkaku Islands, which is between 12 and 24 nautical miles from the islands. The current string of consecutive daily CCG incursions into the islands’ adjacent waters began on December 22, 2023, the same day Japan’s Cabinet approved a record-high defense budget of 7.","[ 0.04233953  0.01349091 -0.05631038 ... -0.00801663 -0.00999939
 -0.00718085]"
36,ChinaTaiwanUpdate040524.txt," nautical miles from the islands. The current string of consecutive daily CCG incursions into the islands’ adjacent waters began on December 22, 2023, the same day Japan’s Cabinet approved a record-high defense budget of 7.95 trillion yen ($48 billion) for 2024.[41] The PRC has repeatedly expressed opposition to Japan increasing its defense budget or taking a more active military role in the region.[42]
The CCG began near-daily incursions into the Senkaku Islands’ adjacent waters in 2012 and significantly increased the volume of these incursions in 2019. It has made 90-110 incursions in most months since April 2019 into the Senkaku Islands’ contiguous zone, as well","[ 0.04647373 -0.00898403 -0.04555201 ... -0.00503482 -0.03525968
  0.00289636]"
37,ChinaTaiwanUpdate040524.txt," the Senkaku Islands’ adjacent waters in 2012 and significantly increased the volume of these incursions in 2019. It has made 90-110 incursions in most months since April 2019 into the Senkaku Islands’ contiguous zone, as well as 4-12 incursions into the territorial waters within 12 nautical miles of the islands. CCG ships entered 121 times into the archipelago’s contiguous zone and 10 times into its territorial waters in March 2024.[43] There were only 10 days since April 1, 2023, without CCG incursions into the contiguous waters.
 
Source: Japan Coast Guard
The PRC is framing growing US-Japan military cooperation as a threat to the PRC. The","[ 0.0419987  -0.01520495 -0.04087248 ... -0.01066427 -0.0096522
  0.00586453]"
38,ChinaTaiwanUpdate040524.txt," were only 10 days since April 1, 2023, without CCG incursions into the contiguous waters.
 
Source: Japan Coast Guard
The PRC is framing growing US-Japan military cooperation as a threat to the PRC. The Japanese Parliament passed its record $48 billion defense budget on March 28 for the fiscal year beginning April 1. This is the same budget the Cabinet approved in December. MFA spokesperson Lin Jian said Japan’s annually increasing defense budget, relaxation of restrictions on arms exports, and breakthrough military developments raise “strong doubts” about whether Japan is sincerely focused on defense and peaceful development. He urged Japan to respect the security concerns of its neighbors, “deeply reflect on its history of aggression,","[ 0.02810726 -0.01251843 -0.03590565 ... -0.01103759 -0.03539268
  0.00547437]"
39,ChinaTaiwanUpdate040524.txt," on arms exports, and breakthrough military developments raise “strong doubts” about whether Japan is sincerely focused on defense and peaceful development. He urged Japan to respect the security concerns of its neighbors, “deeply reflect on its history of aggression,” and avoid “further breaking the trust of its Asian neighbors.”[44] MOD spokesperson Wu Qian framed the possibility of Japanese technical cooperation with AUKUS as a “dangerous step in a more dangerous direction.”[45] Foreign Minister Wang Yi met former Japanese Prime Minister Yasuo Fukuda and urged Japan to “do more things conducive to regional peace and stability, rather than the opposite.”[46] PRC state-","[ 0.04978231 -0.016056   -0.0495821  ... -0.00807426 -0.00604686
 -0.00274462]"
40,ChinaTaiwanUpdate040524.txt,"”[45] Foreign Minister Wang Yi met former Japanese Prime Minister Yasuo Fukuda and urged Japan to “do more things conducive to regional peace and stability, rather than the opposite.”[46] PRC state-owned tabloid Global Times claimed the US-Japan alliance is evolving into an “axis of evil” that threatens regional stability and cited scholars who claimed the US recruitment of Japan to participate in trilateral US-Philippines-Japan patrols in the South China Sea was part of a US attempt to “consume allies’ resources and weaken China.”[47] US President Joe Biden will host Japan Prime Minister Fumio Kishida on April 10 to discuss enhanced military cooperation","[ 0.03628143 -0.01603793 -0.02448538 ...  0.00417486 -0.02499912
  0.0123668 ]"
41,ChinaTaiwanUpdate040524.txt," China Sea was part of a US attempt to “consume allies’ resources and weaken China.”[47] US President Joe Biden will host Japan Prime Minister Fumio Kishida on April 10 to discuss enhanced military cooperation.[48]
Southeast Asia
Philippines
A flotilla of PLA Southern Theater Command naval warships carried out live-fire drills in an unspecified area of the South China Sea on the weekend of March 30. The drills included fire targeting an armed militia fishing boat and an enemy jet. The drills followed separate daytime and nighttime exercises in the South China Sea that the PLAN carried out on an unspecified date in early spring.[49] State-owned tabloid Global Times quoted PRC analysts who","[ 0.02422802  0.01178666 -0.02288833 ... -0.00822251 -0.02412901
  0.00639363]"
42,ChinaTaiwanUpdate040524.txt," armed militia fishing boat and an enemy jet. The drills followed separate daytime and nighttime exercises in the South China Sea that the PLAN carried out on an unspecified date in early spring.[49] State-owned tabloid Global Times quoted PRC analysts who said the drills signaled that the PRC will be on “high alert” regardless of US, Philippine, or Japanese activities in the region.[50]
 


[1] http://www.gwytb dot gov.cn/xwdt/zwyw/202404/t20240401_12610100.htm
[2] https://www.cna dot com.tw/news/aipl/2024","[ 0.02509131  0.01053384 -0.04981686 ...  0.01350273 -0.02205165
  0.01868176]"
43,ChinaTaiwanUpdate040524.txt,".cn/xwdt/zwyw/202404/t20240401_12610100.htm
[2] https://www.cna dot com.tw/news/aipl/202404010172.aspx
[3] https://www.cna dot com.tw/news/aipl/202404010050.aspx
[4] https://www.bbc.com/zhongwen/simp/china/2016/06/160626_taiwan_china
[5] https://www.chinatimes dot com/realtimenews/20240401003977","[ 0.03671705 -0.00287991 -0.04130368 ... -0.0201021  -0.01074354
 -0.00366065]"
44,ChinaTaiwanUpdate040524.txt,"ongwen/simp/china/2016/06/160626_taiwan_china
[5] https://www.chinatimes dot com/realtimenews/20240401003977-260407
[6] http://www.gwytb dot gov.cn/xwdt/xwfb/xwfbh/202403/t20240313_12605907.htm
[7] https://news.ltn dot com.tw/news/politics/breakingnews/4626370
[8] https://udn dot com/news/story/8946/787","[ 0.03507745  0.00559003 -0.04053517 ...  0.00289263 -0.0257641
  0.00069029]"
45,ChinaTaiwanUpdate040524.txt,".htm
[7] https://news.ltn dot com.tw/news/politics/breakingnews/4626370
[8] https://udn dot com/news/story/8946/7870124
[9] https://udn dot com/news/story/8946/7872429
[10] https://udn dot com/news/story/8946/7860913
[11] https://lis.ly dot gov.tw/lylegisc/lylegiskmout?.36184C000100000100000002^0000010000004300000005000DC000041d0
[12]","[ 0.04203742  0.01083768 -0.02854403 ... -0.01672357 -0.03243953
  0.01754603]"
